Taxa	NEEN.011	NEEN.012	NEEN.013	NEEN.014	NEEN.015	NEEN.016	NEEN.021	NEEN.022	NEEN.023	NEEN.024	NEEN.025	NEEN.026
20ffb1eb28a74810e0c5fd95825aacb5	0	0	0	145	139	160	9	13	0	0	140	111
c2ad34addc26f871b36e062f6816d89f	244	231	275	223	3598	3834	243	264	273	209	0	0
4ed1b5cf2300afb72f7fb97ec6ff2e9e	97	85	84	104	1370	1375	94	93	108	73	0	0
98f7a3ab6c00ede77b927f2239576bac	0	0	0	0	0	0	0	0	0	0	0	0
0081630636d689a543db5a409e29e137	0	0	0	0	0	0	0	0	0	0	0	0
1328ddadac3f2d08eb25e79a18f7e574	217	226	297	245	3264	3709	266	229	267	165	0	0
a041854710ddee021d20b32a92d22a0d	0	0	0	0	0	0	47	47	45	0	26	36
9b4036adb487adfe4ca484346b5b9a7b	155	96	0	88	0	0	0	0	36	0	214	142
9c6688b479e664fa9d070647653e49ed	779	461	530	280	473	532	583	708	3496	758	685	846
9f3ae9f6096976f00cd7c13a4717ff1c	52	30	52	51	138	267	38	48	63	41	57	62
fe516a0bb523000957631796a11d9f46	0	0	0	0	0	0	0	0	0	0	0	0
817ca6c7f764f795484d3ca3bf564576	0	0	0	0	0	0	0	6	0	0	8	0
a728a1dce17d5afb4677e6cc919c2391	8	0	18	9	0	0	0	0	0	15	0	7
675df60bfe10a0076c6359d6ce9e3c6f	0	0	0	0	13	13	35	11	20	7	16	7
d92069ec35d8cb0e5c570d0fedcfa47e	0	0	0	0	0	0	0	0	0	0	0	0
b3b9843bbbe0fbf712a588255088fd4c	85	147	101	91	60	42	53	41	44	39	23	11
bc252e0de1c683f043226dd0579e9323	0	49	0	48	0	0	0	0	0	0	0	0
11b7bb7d02a7be392bce27f6e0c9b80b	0	0	0	0	0	0	0	0	6	0	6	0
2312fa68895be3d61975e48dda211263	11	0	0	5	0	0	0	0	0	0	0	0
241358149d169fe77c6d1070671e4264	0	0	11	0	0	0	0	4	0	0	0	0
1897423f0a62b7e5e281904297cc2ca8	0	23	19	0	0	0	0	0	0	17	9	10
3562d3a0374b9f2ed190c1a7aa7dedb7	118	390	109	277	114	56	135	229	248	99	118	255
682dde043b6d08cf20021dc1e423446d	21	38	48	28	0	0	31	28	59	34	78	36
898eb92ef2d1ef893f7d0c383527b44d	0	0	0	24	11	86	36	0	0	0	51	39
e129bd321df00683c553210f7aeee3e2	0	0	0	0	0	96	0	0	0	0	0	0
294439019add4f19e8d5d95d40921207	21	11	12	27	25	16	28	74	61	43	77	55
65ec17bde16247dae43cc95be7729dca	0	0	0	0	0	0	0	29	9	0	0	0
fb3376cd5dd7b9f4c866e17253a3e5db	0	89	0	0	0	0	34	57	17	21	39	25
ec782af30cbb30f160ddea346c36c270	0	0	0	0	0	0	0	0	0	0	0	0
ad4b6889b2799ded92b2af6bb5513634	72	135	93	53	49	72	135	108	55	39	65	57
60a2e0a4d6760de56ad66a42a4093dc5	0	0	0	7	0	0	0	0	0	0	0	0
c3267810404a3b2c716b738e6f3dd497	37	34	0	0	0	0	0	0	0	0	0	0
e2ca214f7055c2a6eedc54ac7689d169	55	0	92	95	40	71	0	0	0	0	0	29
0dd0551c0dd279c12d8a31ad016f0a7b	0	39	0	27	24	44	30	68	79	29	0	35
51111e66d97d8fd3f0bdf584d69c7835	0	0	0	0	112	91	0	0	0	40	31	94
8d334c8bc411bb6f596f6b3919e660a8	0	0	0	0	0	0	0	0	0	0	0	0
22907d450b79c927e4ffe34a2d09d2aa	78	119	113	135	52	112	291	187	282	148	188	129
1c142238294d85cc1c2c306fa8998722	0	0	0	0	0	0	101	56	0	0	0	0
cf875aa5375131a1cd5c9fb01cca5f1e	81	75	54	57	30	17	80	79	50	35	66	30
bdf27bf0597da52d63064583bb957834	0	0	33	0	0	23	129	51	87	0	20	0
2491b6fd794f93238622a0a4f4e586fb	0	36	21	0	0	0	0	0	0	0	0	0
d898db5a436d53779dd96fabfcd03a00	0	0	0	0	0	0	0	0	55	33	43	0
23194d2b7c5d9dadd6ac2f254c6586d1	230	191	75	212	181	232	186	205	68	0	70	64
5fe7368c69e66529f0fe71354cc10fc7	0	0	0	0	0	0	0	0	33	389	77	607
87c289114433d115978cc05296ecb477	0	0	0	0	0	0	0	0	0	0	0	0
d9374dca5cde3bdf56ac82fa527976be	49	32	26	0	14	12	0	55	17	0	57	24
50313555c1a4385e25c85b06a5c8ad42	0	0	0	25	0	0	0	0	0	0	0	22
84977ba94188c5d008f9861e3e14d0a5	56	104	161	124	77	114	158	69	221	165	139	107
9a28e6b1aaae69477039957bc8a1222f	7	0	0	0	12	7	12	11	0	0	10	5
9edfa999eb587e4d5928c9a889269a59	0	0	0	0	0	0	0	0	0	0	0	0
b65410081c87ed629211d7fb136ec45f	6	26	18	0	11	18	17	11	13	42	20	31
2643df73928bfd7b6861c66b591af84c	0	0	0	0	0	0	0	0	15	10	0	28
2d01d21dc12ee96d173b6ab4e83f9a3b	46	0	21	39	42	107	0	0	0	0	0	0
389baca2895da43bd2e159efb7e006fe	32	89	99	34	23	0	24	46	18	0	15	11
c982470b2a0c52e8606b0898f3616f42	0	0	0	0	0	0	0	28	0	0	0	0
e9ba53901533347c901fadbda061b68f	45	34	22	18	23	50	117	96	62	28	27	31
deb6cb498b1f0a2e2098d8698813c54b	0	0	4	0	0	0	0	0	0	0	0	0
b539fc5b8526efb37342c72b3766b72f	0	0	0	0	0	0	0	0	0	0	0	0
d6eda88bd8370a52076b0dafde12249a	221	165	172	153	214	245	443	495	267	156	176	153
09e1c7b8b8af133fefb9d149d4f092e8	0	0	0	0	9	0	0	0	0	0	0	0
eecff9641610ce8616479b2af89246dd	0	0	0	0	0	0	0	0	0	0	0	0
bfa3561ca0d31bca54be08e2d9f7937f	76	104	107	79	37	72	85	89	89	57	93	71
31217980cfdf305668ba9c8482a34e81	61	79	123	71	37	77	66	83	71	83	46	56
f86c536a0839b448a93580a165464ab4	0	0	0	0	0	0	0	0	0	0	0	0
f3f57fb4feeef35aada1a409a3352520	0	0	26	16	13	7	12	13	7	0	25	0
9e3b0ce9bb690b78f97f20c102089c55	138	163	79	176	94	173	133	128	147	87	107	145
13d926bb55264829d6ec74a09a2b7af6	0	0	0	0	0	0	0	0	14	0	0	0
b301115074f6e3de36efa48b692c7f8b	0	0	15	28	23	17	0	0	42	27	12	45
4422afa5e085d3e4373b56dd5c28160d	21	25	23	17	28	57	36	51	33	14	21	16
5e0ba474de1b721e3e60a2ee92fbe1c9	0	0	0	0	0	0	15	0	0	0	0	0
0fa9b2ca1527c33928e33283f5f5fcc5	0	0	0	0	0	29	0	0	0	0	0	0
f54447ae705d557e2c2b3777fbdd56f0	80	151	150	113	103	169	88	76	85	58	33	16
5999c79b4a0c61c19a9cf4cc497f1514	6	25	38	14	5	8	3	8	8	0	7	5
e9401f3db9527e1a57b19c9117442afc	0	0	0	0	0	0	0	0	0	0	0	0
e997b84121104c0999ae87417d492b9a	0	0	0	0	0	0	0	0	0	0	0	0
10055b4de0b725f946f9dc5f3e8409df	0	21	0	0	0	0	37	35	77	47	0	41
f9f8a1e38fcd6166305ee1a90187d5ed	29	0	40	44	0	20	0	0	46	0	33	0
d7c3ae890ec4975f6c3fb50e9470b940	0	0	0	0	16	21	0	0	0	0	0	0
08ce27cee52afc14d82faaae7852a600	0	0	0	0	0	0	31	21	0	0	0	0
1841ceeb252a3e471065c84c01175567	104	106	126	111	81	110	73	91	117	82	124	50
1de796054bd9fe1ec0dff2c50d9e7792	0	0	0	0	0	0	0	11	0	0	0	0
2b90532f7b4cc2c26abd0f1f1657f80b	0	0	0	0	0	0	0	0	0	0	0	37
5708930606292ac6286844f406365ff3	9	11	0	0	0	0	0	0	0	0	0	0
bcb9f7992691d5858bd06a6bbd4f8681	0	0	0	0	0	0	0	0	0	0	0	0
f2e181baa6f69461b040ab8ad9fd0442	37	47	27	49	15	0	0	0	24	0	0	19
13419053675ea7871774235038fc1c13	0	0	0	0	0	0	0	0	0	16	0	0
ad967928a73ab98e764eee29f69d81ee	49	0	0	0	0	0	0	0	0	0	0	0
df83677209f895d1acd3362efb7f1f18	52	53	0	28	0	0	0	0	10	0	0	0
1c281deaf71c6d702d1ddadfa953eac6	80	86	109	101	83	126	81	97	83	62	50	60
1ed042ec7e64fa5c66f0898472c5ac02	0	0	0	0	0	0	0	0	10	7	0	0
5eaeab6fa2a8efe96eac7a0712c65080	85	109	299	107	59	94	288	229	83	106	65	28
6aaac37f56d07ffcea4fe9ef1cd00d2f	99	181	75	126	192	381	455	215	52	62	173	350
c7205100c08de2585db74f670a36edf9	0	0	0	0	0	60	0	13	0	0	25	0
8212472385df0dc1b6527a764d613b7d	123	132	66	198	28	44	86	104	130	59	81	37
91a093473cad95da81d9ebb47d5ef0c5	0	0	0	0	0	0	0	0	16	0	13	0
8273e6e7e9cd8b7401183186d38a7b9d	0	0	0	0	0	0	0	0	0	0	0	0
af26ba64d6f2fab3985dbc4fb2a8241f	64	13	48	14	0	5	69	70	72	89	146	230
66134bb23ac8d8a3080810183bf36ff7	0	0	33	28	23	0	0	0	0	0	23	17
2cf0267a31dc6f1b8ee65c913b8f6e4d	154	234	67	211	67	66	46	83	80	43	18	26
ff30b3d451a318cb5fcf4a87f83927ad	598	2325	356	1162	191	246	273	248	344	223	226	144
e5f421f77127c381ff85107a2d059a54	10	17	22	32	17	26	29	21	91	63	92	20
57e11c3559fa2ef79a2702684229e4ba	30	26	17	18	6	0	26	0	42	17	13	23
f9c752d5c510e07c457e029af2d6d31b	36	22	47	19	15	46	27	31	43	20	37	48
0570b4a067b34904d37cb5ddc848b221	59	72	48	54	54	64	58	92	64	51	46	41
cfb6d4bf474238fa56307228afe87405	0	0	0	0	0	0	0	0	0	0	0	0
aa3ee8a28c6bbf429c99b73d1edef269	0	0	0	0	0	0	0	0	0	10	0	0
088713e60ed61b098778719ac18e3236	0	0	0	0	0	0	0	0	0	0	0	33
50c77a7d7927650d7b1a093e9d2c62de	52	52	75	0	8	14	9	13	26	0	44	0
212a80f24d6b5b5282958baab371202b	8	0	0	0	14	8	8	17	4	0	0	3
fba4814520ceefacdd71421bc14421c4	0	13	0	0	0	0	0	0	0	0	0	0
6b8307a0222360f36caf7065c78ff424	0	0	0	0	0	13	0	0	0	0	0	0
020f48a69f9bf40e54fbac885f94695a	333	286	908	67	360	130	81	12	319	368	433	267
b358d76cf51dad99d526470074e5f31c	0	31	0	0	0	0	0	0	0	0	0	10
cdb79eecfa38ac58e99bfdef45fabfce	0	0	0	0	0	0	8	0	0	0	0	0
e1d34bfaee639f5be81d28b8b33c5e2f	90	86	74	59	107	415	177	81	121	39	72	32
dd3f1d27af1be908d3c3fd143339aa9c	0	0	0	0	0	0	0	0	0	0	18	0
54dcb911e3ab04e9d5b30c3912100b41	77	100	98	72	31	0	0	21	0	0	0	0
27b0bca5c048a9dfade9558dcf685681	870	382	474	730	352	538	2387	5884	1490	1292	1785	1024
a5bc90c05d64d08c02c400ee977a91f0	256	145	151	124	91	162	2844	75	293	111	0	0
d6cac08cbecd090e37f47abfdccb0422	0	0	0	0	42	65	1120	0	106	0	0	0
4ae33466f29277f3cba0834c894ee4a4	0	279	0	0	0	0	0	0	0	0	0	0
dbb1224c8dc2835b139adf2ca1f48ebf	0	65	0	0	0	0	0	0	0	0	0	0
25701bc06e4a2d4b040f35a10c2ab965	67	0	0	0	0	64	851	0	68	0	49	41
70d9b060e6c0b37c28dd6b1b6073baaa	193	137	171	181	97	167	299	305	253	309	263	338
a927fa934cf9d977992764c4dcba0b7d	0	0	0	0	0	0	0	0	0	0	0	0
ae3e52f144a3b5cadf6bbc0e23597a3b	0	0	0	0	0	0	0	0	0	0	0	0
0e064a94474c099cd422c1ef160ab28c	0	0	89	0	51	0	0	0	158	153	78	61
5a483930ae687501d239547148452dec	21	0	0	0	0	0	0	0	0	0	14	14
924668f542df9de35c2226e4a6cf09bd	177	127	371	230	162	142	193	161	426	377	79	197
f321d5342f0c8e8e85268b58b897f35b	0	0	0	0	0	0	0	0	0	0	0	0
a252c86ee882a495a76c18e7f3c63d18	68	16	19	28	0	0	0	0	0	0	0	0
eadf136b3be32021ccc7859e14c84f07	85	315	27	27	26	31	35	25	45	0	0	0
ce0fd2cf90c42ae9233134dfbd75a46b	163	115	372	80	129	193	161	233	142	93	292	275
f7428585b7cf8d65f206036a5852adab	0	0	0	0	0	0	0	0	0	0	0	0
4cc5231ea86506b08cdeebfec868214f	0	0	0	0	0	0	0	0	0	0	0	0
1312e125e3c798888ec0b2b5f88b0c53	49	43	118	0	43	51	52	73	62	49	74	94
ed4c242cee9f6a3ee6a180caa714a818	0	0	0	0	0	0	0	0	0	0	0	0
6c8fd159b1fc28483e06cb2d2c7b1597	56	64	883	302	44	61	96	88	91	63	0	0
78fb4140156b855369c5c80f4555cfd7	239	148	160	47	43	0	160	230	161	0	79	23
e24e7b9b383a4e46a7761d21ddd703aa	127	202	179	110	81	143	1160	94	358	157	61	36
8dc9533a41bcb3650c1631ff2d46e74b	0	0	0	0	0	0	0	0	0	0	0	0
d47dcf98096ce9005ae7b6d1cca28435	48	39	48	18	17	10	117	179	100	16	50	0
fc84897663743f59818bb7fdd05e7b0a	0	0	0	0	0	0	0	0	54	0	0	0
cbbc9e2c35c6198607c01c87e4bb5294	0	0	0	15	0	0	26	28	43	0	31	38
cfdf39cd6545fb6a7ddb747c3393c225	151	144	381	241	1158	1015	141	146	470	439	214	1148
3dfaa3fabdf04711351c97af550d2921	69	106	133	81	78	92	218	95	1284	481	1149	94
982a74bbad780f1063c5024106a33c77	0	0	0	0	0	0	0	0	0	0	0	32
b5ad34d760628319baf398eac0c09823	0	0	0	403	131	351	0	0	0	0	160	168
9e50312d0eebe6cb77e2ae7caeb2b4de	0	0	0	0	0	0	0	0	0	43	92	0
e046e29a358f4e382dccc33ca22f61ad	0	0	0	0	0	23	0	0	0	0	0	0
3b464b2c3ef760585938966db87f55c3	39	51	125	198	102	43	176	177	815	310	152	283
707740d13076516032127f753473cfc3	231	0	0	0	0	0	0	0	0	0	0	0
37a0a427f45ea3b8299b4a41c10d02e6	0	0	0	0	0	0	0	0	9	0	13	0
b971daa61a53d9e096214599176b245e	0	12	0	20	21	28	52	0	0	0	20	24
fd54faa463e99098527833fc9d14c4da	0	0	0	0	0	0	0	0	32	0	0	0
f293a879a98fe3b07b716d96b4449827	0	0	0	0	0	0	0	0	0	0	0	0
08eedcaf8f982611c4982038139f6271	48	56	57	25	112	182	105	251	135	60	44	0
a452acdd4133942f4427f17e596c9a80	0	0	0	0	0	52	0	0	0	0	0	0
35b8c10c192360a7cdad628a185e99e5	46	79	43	29	33	81	0	95	26	0	43	29
4debdb072999105a06ee39aa8779f01c	0	0	0	0	0	66	0	76	0	0	0	0
a2059dc1d1825bb8a0a039915d189ef8	0	0	0	0	0	0	0	0	0	41	58	39
aa72cb690f877a365de8223b4466671b	0	0	0	0	0	0	0	0	0	0	0	0
5284495840f983847ec0d0b741a9a471	335	440	208	308	128	121	1010	1567	283	205	180	72
d80a7337f5b24c90a8cc2dd4d9896e61	27	90	29	44	0	41	135	209	70	34	36	0
e438498696e4ce6da6b786e98f911a9e	0	0	0	45	0	0	0	0	0	0	0	0
d0de518819b6b61f8efc8b08490ab154	0	0	0	0	0	0	0	0	0	0	0	0
af140e3881d1c74ce8b17a5c8979dfa5	252	312	263	272	174	257	257	291	328	273	247	235
cf06ff688db7794a55279ba045ba2862	0	0	0	0	0	59	0	0	0	0	0	0
5f1f6453ad88dc836876671d27f97f58	69	39	59	55	32	28	153	108	24	13	0	0
5128c1f23df8732151a97a1c9aef0cb8	0	0	0	0	0	0	0	0	0	0	0	0
f4c7676e8043df7074244706adb77375	0	6	0	11	32	19	15	9	25	36	46	36
6e424244f0ae7694d4a2678c19ecc0a9	0	0	0	0	0	0	0	0	0	0	0	0
3f2528fd60a3c6bfdd9c72b69f0f91ae	0	0	0	0	0	0	0	0	0	0	0	0
fcfc259df19c81f8b6701748baaaa360	0	0	4	10	11	32	5	0	17	0	0	10
94c62610723c2344b918dfe162390e0d	0	0	0	0	0	0	0	0	10	0	0	0
0e15737671741c707e2fc53a6bf0ff68	0	0	0	0	0	0	0	0	0	0	0	0
4e1bda045e6ba843353281138c649093	725	315	250	506	127	191	228	489	246	158	395	580
32c1670d1313974d55f7aeb1f9e4f760	0	0	0	0	0	0	0	0	0	0	0	0
b6e9aba8d8b1b098b18da55f569c8f2b	24	0	0	0	0	0	0	0	0	0	0	0
bbaad0f397a1590db5c42bf1f40c8db9	0	13	0	12	0	22	57	19	6	7	26	11
1e040db0048bb4067f6d355cb45648dd	99	116	149	59	121	302	109	91	104	69	59	48
a6814253a38248cacced10ba5b2e3b1d	143	60	109	80	394	1124	64	69	124	77	42	42
d2be1254f5e7eb97bd42ec342d9cb11d	6	0	0	6	0	0	62	159	14	0	0	0
45ec8d8b3f3f833abb943a394602ca67	0	0	0	0	0	0	0	0	0	0	0	0
2ce88e05f1919882b01289628bd3d156	0	0	9	6	21	20	16	12	54	42	22	11
